scenario,target_year,region,archetype_id,dwelling_type,construction_period,renovation_state,regional_number_of_dwellings,regional_modelled_stock_dwellings,allocation_share_within_region,renovated_fraction,state_dwellings,state_share_within_region,annual_renovation_rate_scenario,target_label_2050,target_energy_score_2050_kWh_m2_year,renovation_package_id,U_wall_renovated,U_roof_renovated,U_floor_renovated,U_window_renovated,v50_renovated,ventilation_after_renovation,hrv_eta,summer_bypass,renovation_package_source,policy_source
central,2050,Flemish Region,BE_TABULA_09,"Apartment, enclosed",1946-1970,as_is_TABULA,121175.759801,3244134,0.049168900565,0.98726739362,1542.883252334825,0.000475591715,0.03,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_09,"Apartment, enclosed",1946-1970,renovated_TABULA_low_energy,121175.759801,3244134,0.049168900565,0.98726739362,119632.87654866517,0.036876675424,0.03,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_10,"Apartment, exposed",1946-1970,as_is_TABULA,121175.759801,3244134,0.049168900565,0.98726739362,1542.883252334825,0.000475591715,0.03,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_10,"Apartment, exposed",1946-1970,renovated_TABULA_low_energy,121175.759801,3244134,0.049168900565,0.98726739362,119632.87654866517,0.036876675424,0.03,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_11,Detached house,1971-1990,as_is_TABULA,207176.984372,3244134,0.063048900378,0.740450545211,53772.673338567954,0.016575355191,0.03,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_11,Detached house,1971-1990,renovated_TABULA_low_energy,207176.984372,3244134,0.063048900378,0.740450545211,153404.31103343205,0.047286675283,0.03,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_12,Semi-detached house,1971-1990,as_is_TABULA,140241.376341,3244134,0.042678797515,0.740450545211,36399.57276809805,0.011220119998,0.03,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_12,Semi-detached house,1971-1990,renovated_TABULA_low_energy,140241.376341,3244134,0.042678797515,0.740450545211,103841.80357290195,0.032009098136,0.03,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_13,Terraced house,1971-1990,as_is_TABULA,157245.716048,3244134,0.047853623876,0.740450545209,40813.03986849246,0.012580565374,0.03,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_13,Terraced house,1971-1990,renovated_TABULA_low_energy,157245.716048,3244134,0.047853623876,0.740450545209,116432.67617950754,0.035890217907,0.03,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_14,"Apartment, enclosed",1971-1990,as_is_TABULA,112540.548001,3244134,0.034248774404,0.740450545212,29209.837875213634,0.009003893759,0.03,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_14,"Apartment, enclosed",1971-1990,renovated_TABULA_low_energy,112540.548001,3244134,0.034248774404,0.740450545212,83330.71012578637,0.025686580803,0.03,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_15,"Apartment, exposed",1971-1990,as_is_TABULA,112540.548001,3244134,0.034248774404,0.740450545212,29209.837875213634,0.009003893759,0.03,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_15,"Apartment, exposed",1971-1990,renovated_TABULA_low_energy,112540.548001,3244134,0.034248774404,0.740450545212,83330.71012578637,0.025686580803,0.03,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_16,Detached house,1991-2005,as_is_TABULA,137901.924756,3244134,0.027977897713,0.493633696808,69828.88784179415,0.021524662003,0.03,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_16,Detached house,1991-2005,renovated_TABULA_low_energy,137901.924756,3244134,0.027977897713,0.493633696808,68073.03691420585,0.020983423285,0.03,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_17,Semi-detached house,1991-2005,as_is_TABULA,93347.9931976,3244134,0.018938681313,0.493633696808,47268.27822584235,0.01457038403,0.03,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_17,Semi-detached house,1991-2005,renovated_TABULA_low_energy,93347.9931976,3244134,0.018938681313,0.493633696808,46079.71497175765,0.014204010985,0.03,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_18,Terraced house,1991-2005,as_is_TABULA,104666.485847,3244134,0.021235006257,0.493633696807,52999.581506563416,0.01633705066,0.03,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_18,Terraced house,1991-2005,renovated_TABULA_low_energy,104666.485847,3244134,0.021235006257,0.493633696807,51666.90434043659,0.015926254692,0.03,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,as_is_TABULA,74909.6634914,3244134,0.015197865487,0.493633696807,37931.729375560935,0.011692405238,0.03,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,renovated_TABULA_low_energy,74909.6634914,3244134,0.015197865487,0.493633696807,36977.93411583907,0.011398399115,0.03,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_20,"Apartment, exposed",1991-2005,as_is_TABULA,74909.6634914,3244134,0.015197865487,0.493633696807,37931.729375560935,0.011692405238,0.03,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_20,"Apartment, exposed",1991-2005,renovated_TABULA_low_energy,74909.6634914,3244134,0.015197865487,0.493633696807,36977.93411583907,0.011398399115,0.03,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_21,Detached house,post-2005,as_is_TABULA,134134.829465,3244134,0.013606809858,0.246816848403,101028.09359536532,0.03114177577,0.03,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_21,Detached house,post-2005,renovated_TABULA_low_energy,134134.829465,3244134,0.013606809858,0.246816848403,33106.73586963466,0.010205107394,0.03,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_22,Semi-detached house,post-2005,as_is_TABULA,90797.9868345,3244134,0.009210664727,0.246816848404,68387.5138825852,0.021080360393,0.03,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_22,Semi-detached house,post-2005,renovated_TABULA_low_energy,90797.9868345,3244134,0.009210664727,0.246816848404,22410.472951914795,0.006907998545,0.03,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_23,Terraced house,post-2005,as_is_TABULA,101807.289888,3244134,0.010327462608,0.246816848405,76679.53545323052,0.023636365037,0.03,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_23,Terraced house,post-2005,renovated_TABULA_low_energy,101807.289888,3244134,0.010327462608,0.246816848405,25127.754434769486,0.007745596956,0.03,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_24,"Apartment, enclosed",post-2005,as_is_TABULA,72863.3407798,3244134,0.007391351132,0.246816848404,54879.44064434428,0.016916514745,0.03,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_24,"Apartment, enclosed",post-2005,renovated_TABULA_low_energy,72863.3407798,3244134,0.007391351132,0.246816848404,17983.90013545572,0.005543513349,0.03,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_25,"Apartment, exposed",post-2005,as_is_TABULA,72863.3407798,3244134,0.007391351132,0.246816848404,54879.44064434428,0.016916514745,0.03,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_25,"Apartment, exposed",post-2005,renovated_TABULA_low_energy,72863.3407798,3244134,0.007391351132,0.246816848404,17983.90013545572,0.005543513349,0.03,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Walloon Region,BE_TABULA_01,Detached house,pre-1946,as_is_TABULA,257355.025723,1727209,0.176719110923,0.889522668153,28431.896579347085,0.016461179035,0.03,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_01,Detached house,pre-1946,renovated_TABULA_low_energy,257355.025723,1727209,0.176719110923,0.889522668153,228923.1291436529,0.132539333192,0.03,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_02,Semi-detached house,pre-1946,as_is_TABULA,190494.539867,1727209,0.130807726122,0.88952266815,21045.32849640987,0.012184587098,0.03,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_02,Semi-detached house,pre-1946,renovated_TABULA_low_energy,190494.539867,1727209,0.130807726122,0.88952266815,169449.21137059014,0.098105794592,0.03,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_03,Terraced house,pre-1946,as_is_TABULA,221506.719227,1727209,0.152102996144,0.889522668151,24471.471326838422,0.014168216659,0.03,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_03,Terraced house,pre-1946,renovated_TABULA_low_energy,221506.719227,1727209,0.152102996144,0.889522668151,197035.24790016157,0.114077247108,0.03,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_04,"Apartment, enclosed",pre-1946,as_is_TABULA,83180.9028966,1727209,0.057118197573,0.889522668151,9189.60421283172,0.005320493474,0.03,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_04,"Apartment, enclosed",pre-1946,renovated_TABULA_low_energy,83180.9028966,1727209,0.057118197573,0.889522668151,73991.29868376828,0.04283864818,0.03,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_05,"Apartment, exposed",pre-1946,as_is_TABULA,83180.9028966,1727209,0.057118197573,0.889522668151,9189.60421283172,0.005320493474,0.03,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_05,"Apartment, exposed",pre-1946,renovated_TABULA_low_energy,83180.9028966,1727209,0.057118197573,0.889522668151,73991.29868376828,0.04283864818,0.03,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
