scenario,target_year,region,archetype_id,dwelling_type,construction_period,renovation_state,regional_number_of_dwellings,regional_modelled_stock_dwellings,allocation_share_within_region,renovated_fraction,state_dwellings,state_share_within_region,annual_renovation_rate_scenario,target_label_2050,target_energy_score_2050_kWh_m2_year,renovation_package_id,U_wall_renovated,U_roof_renovated,U_floor_renovated,U_window_renovated,v50_renovated,ventilation_after_renovation,hrv_eta,summer_bypass,renovation_package_source,policy_source
central,2050,Walloon Region,BE_TABULA_11,Detached house,1971-1990,as_is_TABULA,86218.5118226,1727209,0.044403034422,0.667142001113,28698.521312247474,0.016615546418,0.03,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_11,Detached house,1971-1990,renovated_TABULA_low_energy,86218.5118226,1727209,0.044403034422,0.667142001113,57519.99051035253,0.033302275816,0.03,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_12,Semi-detached house,1971-1990,as_is_TABULA,63819.0596493,1727209,0.032867186437,0.667142001113,21242.68448569037,0.012298850044,0.03,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_12,Semi-detached house,1971-1990,renovated_TABULA_low_energy,63819.0596493,1727209,0.032867186437,0.667142001113,42576.37516360963,0.024650389828,0.03,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_13,Terraced house,1971-1990,as_is_TABULA,74208.6914245,1727209,0.038217907153,0.667142001112,24700.956527630515,0.014301081414,0.03,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_13,Terraced house,1971-1990,renovated_TABULA_low_energy,74208.6914245,1727209,0.038217907153,0.667142001112,49507.73489686948,0.028663430365,0.03,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_14,"Apartment, enclosed",1971-1990,as_is_TABULA,27867.0822132,1727209,0.014351709216,0.667142001111,9275.781220367771,0.005370387267,0.03,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_14,"Apartment, enclosed",1971-1990,renovated_TABULA_low_energy,27867.0822132,1727209,0.014351709216,0.667142001111,18591.300992832228,0.010763781912,0.03,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_15,"Apartment, exposed",1971-1990,as_is_TABULA,27867.0822132,1727209,0.014351709216,0.667142001111,9275.781220367771,0.005370387267,0.03,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_15,"Apartment, exposed",1971-1990,renovated_TABULA_low_energy,27867.0822132,1727209,0.014351709216,0.667142001111,18591.300992832228,0.010763781912,0.03,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_16,Detached house,1991-2005,as_is_TABULA,49332.3271447,1727209,0.016937623363,0.444761334075,27391.215510793936,0.015858657239,0.03,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_16,Detached house,1991-2005,renovated_TABULA_low_energy,49332.3271447,1727209,0.016937623363,0.444761334075,21941.111633906065,0.012703217523,0.03,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_17,Semi-detached house,1991-2005,as_is_TABULA,36515.8556107,1727209,0.012537251837,0.444761334076,20275.014954341215,0.011738599645,0.03,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_17,Semi-detached house,1991-2005,renovated_TABULA_low_energy,36515.8556107,1727209,0.012537251837,0.444761334076,16240.840656358781,0.009402938878,0.03,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_18,Terraced house,1991-2005,as_is_TABULA,42460.5733148,1727209,0.014578294604,0.444761334076,23575.752081678445,0.013649623225,0.03,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_18,Terraced house,1991-2005,renovated_TABULA_low_energy,42460.5733148,1727209,0.014578294604,0.444761334076,18884.821233121555,0.010933720953,0.03,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,as_is_TABULA,15944.9286151,1727209,0.005474487239,0.444761334075,8853.240892521913,0.00512574963,0.03,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,renovated_TABULA_low_energy,15944.9286151,1727209,0.005474487239,0.444761334075,7091.687722578085,0.004105865429,0.03,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_20,"Apartment, exposed",1991-2005,as_is_TABULA,15944.9286151,1727209,0.005474487239,0.444761334075,8853.240892521913,0.00512574963,0.03,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_20,"Apartment, exposed",1991-2005,renovated_TABULA_low_energy,15944.9286151,1727209,0.005474487239,0.444761334075,7091.687722578085,0.004105865429,0.03,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_21,Detached house,post-2005,as_is_TABULA,49607.9882395,1727209,0.008516134037,0.222380667038,38576.13072440226,0.022334373388,0.03,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_21,Detached house,post-2005,renovated_TABULA_low_energy,49607.9882395,1727209,0.008516134037,0.222380667038,11031.857515097743,0.006387100528,0.03,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_22,Semi-detached house,post-2005,as_is_TABULA,36719.9003279,1727209,0.00630365399,0.222380667037,28554.10439943412,0.016531933541,0.03,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_22,Semi-detached house,post-2005,renovated_TABULA_low_energy,36719.9003279,1727209,0.00630365399,0.222380667037,8165.795928465882,0.004727740493,0.03,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_23,Terraced house,post-2005,as_is_TABULA,42697.8361565,1727209,0.007329877882,0.222380667038,33202.66287095038,0.019223303532,0.03,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_23,Terraced house,post-2005,renovated_TABULA_low_energy,42697.8361565,1727209,0.007329877882,0.222380667038,9495.173285549621,0.005497408412,0.03,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_24,"Apartment, enclosed",post-2005,as_is_TABULA,16034.0263069,1727209,0.002752538896,0.222380667037,12468.368841487683,0.007218795665,0.03,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_24,"Apartment, enclosed",post-2005,renovated_TABULA_low_energy,16034.0263069,1727209,0.002752538896,0.222380667037,3565.657465412316,0.002064404172,0.03,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_25,"Apartment, exposed",post-2005,as_is_TABULA,16034.0263069,1727209,0.002752538896,0.222380667037,12468.368841487683,0.007218795665,0.03,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Walloon Region,BE_TABULA_25,"Apartment, exposed",post-2005,renovated_TABULA_low_energy,16034.0263069,1727209,0.002752538896,0.222380667037,3565.657465412316,0.002064404172,0.03,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
central,2050,Brussels-Capital Region,BE_TABULA_01,Detached house,pre-1946,as_is_TABULA,3050.65555262,566042,0.006118248625,0.709516698184,886.164497627203,0.001565545485,0.025,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_01,Detached house,pre-1946,renovated_TABULA_low_energy,3050.65555262,566042,0.006118248625,0.709516698184,2164.491054992797,0.00382390539,0.025,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_02,Semi-detached house,pre-1946,as_is_TABULA,8465.47087708,566042,0.016977942825,0.709516698187,2459.077931772473,0.004344338285,0.025,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_02,Semi-detached house,pre-1946,renovated_TABULA_low_energy,8465.47087708,566042,0.016977942825,0.709516698187,6006.392945307528,0.010611214266,0.025,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_03,Terraced house,pre-1946,as_is_TABULA,86992.823964,566042,0.174468640065,0.709516698186,25269.962739204537,0.044643264527,0.025,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_03,Terraced house,pre-1946,renovated_TABULA_low_energy,86992.823964,566042,0.174468640065,0.709516698186,61722.86122479546,0.109042900041,0.025,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_04,"Apartment, enclosed",pre-1946,as_is_TABULA,89824.0662267,566042,0.180146843907,0.709516698185,26092.39133994619,0.046096210776,0.025,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_04,"Apartment, enclosed",pre-1946,renovated_TABULA_low_energy,89824.0662267,566042,0.180146843907,0.709516698185,63731.67488675381,0.112591777442,0.025,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_05,"Apartment, exposed",pre-1946,as_is_TABULA,89824.0662267,566042,0.180146843907,0.709516698185,26092.39133994619,0.046096210776,0.025,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_05,"Apartment, exposed",pre-1946,renovated_TABULA_low_energy,89824.0662267,566042,0.180146843907,0.709516698185,63731.67488675381,0.112591777442,0.025,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_06,Detached house,1946-1970,as_is_TABULA,1527.17588395,566042,0.003062830788,0.709516698184,443.619093224078,0.000783721161,0.025,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_06,Detached house,1946-1970,renovated_TABULA_low_energy,1527.17588395,566042,0.003062830788,0.709516698184,1083.556790725922,0.001914269243,0.025,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_07,Semi-detached house,1946-1970,as_is_TABULA,4237.8638777,566042,0.008499256764,0.709516698185,1231.028691835275,0.002174800972,0.025,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_07,Semi-detached house,1946-1970,renovated_TABULA_low_energy,4237.8638777,566042,0.008499256764,0.709516698185,3006.835185864725,0.005312035478,0.025,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_08,Terraced house,1946-1970,as_is_TABULA,43549.1128195,566042,0.087340014307,0.709516698186,12650.290082881678,0.022348677453,0.025,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_08,Terraced house,1946-1970,renovated_TABULA_low_energy,43549.1128195,566042,0.087340014307,0.709516698186,30898.82273661832,0.054587508942,0.025,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_09,"Apartment, enclosed",1946-1970,as_is_TABULA,44966.4491364,566042,0.090182556122,0.709516698186,13062.002616002785,0.023076030782,0.025,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_09,"Apartment, enclosed",1946-1970,renovated_TABULA_low_energy,44966.4491364,566042,0.090182556122,0.709516698186,31904.446520397214,0.056364097577,0.025,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_10,"Apartment, exposed",1946-1970,as_is_TABULA,44966.4491364,566042,0.090182556122,0.709516698186,13062.002616002785,0.023076030782,0.025,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_10,"Apartment, exposed",1946-1970,renovated_TABULA_low_energy,44966.4491364,566042,0.090182556122,0.709516698186,31904.446520397214,0.056364097577,0.025,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_11,Detached house,1971-1990,as_is_TABULA,770.660885841,566042,0.001159200414,0.532137523639,360.563310483765,0.000636990383,0.025,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_11,Detached house,1971-1990,renovated_TABULA_low_energy,770.660885841,566042,0.001159200414,0.532137523639,410.097575357235,0.000724500259,0.025,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_12,Semi-detached house,1971-1990,as_is_TABULA,2138.55913022,566042,0.003216743803,0.532137523638,1000.551570511281,0.001767627792,0.025,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_12,Semi-detached house,1971-1990,renovated_TABULA_low_energy,2138.55913022,566042,0.003216743803,0.532137523638,1138.007559708719,0.002010464877,0.025,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_13,Terraced house,1971-1990,as_is_TABULA,21976.2492427,566042,0.033055884478,0.532137523639,10281.862391816841,0.01816448672,0.025,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_13,Terraced house,1971-1990,renovated_TABULA_low_energy,21976.2492427,566042,0.033055884478,0.532137523639,11694.386850883158,0.020659927798,0.025,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_14,"Apartment, enclosed",1971-1990,as_is_TABULA,22691.4816354,566042,0.034131711343,0.532137523639,10616.492790249486,0.018755662637,0.025,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Brussels-Capital Region,BE_TABULA_14,"Apartment, enclosed",1971-1990,renovated_TABULA_low_energy,22691.4816354,566042,0.034131711343,0.532137523639,12074.988845150514,0.02133231959,0.025,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
